name,site_type,link,unique_id,gallery_url,picture_url
Rachid Karami International Fair-Tripoli,cultural_danger,https://whc.unesco.org/en/list/1702,1702,https://whc.unesco.org/en/list/1702/gallery,https://whc.unesco.org/uploads/thumbs/site_1702_0006-1200-630-20230207093937.jpg
Maloti-Drakensberg Park,mixed,https://whc.unesco.org/en/list/985,985,https://whc.unesco.org/en/list/985/gallery,https://whc.unesco.org/uploads/thumbs/site_0985_0001-1200-630-20130622141940.jpg
Archaeological Site of Cyrene,cultural_danger,https://whc.unesco.org/en/list/190,190,https://whc.unesco.org/en/list/190/gallery,https://whc.unesco.org/uploads/thumbs/site_0190_0001-1200-630-20151105121324.jpg
Archaeological Site of Leptis Magna,cultural_danger,https://whc.unesco.org/en/list/183,183,https://whc.unesco.org/en/list/183/gallery,https://whc.unesco.org/uploads/thumbs/site_0183_0002-1200-630-20151105121756.jpg
Archaeological Site of Sabratha,cultural_danger,https://whc.unesco.org/en/list/184,184,https://whc.unesco.org/en/list/184/gallery,https://whc.unesco.org/uploads/thumbs/site_0184_0009-1200-630-20151105121354.jpg
Rock-Art Sites of Tadrart Acacus,cultural_danger,https://whc.unesco.org/en/list/287,287,https://whc.unesco.org/en/list/287/gallery,https://whc.unesco.org/uploads/thumbs/site_0287_0011-1200-630-20151105121532.jpg
Old Town of Ghadamès,cultural,https://whc.unesco.org/en/list/362,362,https://whc.unesco.org/en/list/362/gallery,https://whc.unesco.org/uploads/thumbs/site_0362_0005-1200-630-20250120125302.jpg
Vilnius Historic Centre,cultural,https://whc.unesco.org/en/list/541,541,https://whc.unesco.org/en/list/541/gallery,https://whc.unesco.org/uploads/thumbs/site_0541_0010-1200-630-20151105121719.jpg
Curonian Spit,cultural,https://whc.unesco.org/en/list/994,994,https://whc.unesco.org/en/list/994/gallery,https://whc.unesco.org/uploads/thumbs/site_0994_0003-1200-630-20130326165835.jpg
Kernavė Archaeological Site (Cultural Reserve of Kernavė),cultural,https://whc.unesco.org/en/list/1137,1137,https://whc.unesco.org/en/list/1137/gallery,https://whc.unesco.org/uploads/thumbs/site_1137_0001-1200-630-20151105121640.jpg
Struve Geodetic Arc,cultural,https://whc.unesco.org/en/list/1187,1187,https://whc.unesco.org/en/list/1187/gallery,https://whc.unesco.org/uploads/thumbs/site_1187_0001-1200-630-20151104154840.jpg
"Modernist Kaunas: Architecture of Optimism, 1919-1939",cultural,https://whc.unesco.org/en/list/1661,1661,https://whc.unesco.org/en/list/1661/gallery,https://whc.unesco.org/uploads/thumbs/site_1661_0012-1200-630-20230530163247.jpg
City of Luxembourg: its Old Quarters and Fortifications,cultural,https://whc.unesco.org/en/list/699,699,https://whc.unesco.org/en/list/699/gallery,https://whc.unesco.org/uploads/thumbs/site_0699_0004-1200-630-20151105121838.jpg
Andrefana Dry Forests,natural,https://whc.unesco.org/en/list/494,494,https://whc.unesco.org/en/list/494/gallery,https://whc.unesco.org/uploads/thumbs/site_0494_0005-1200-630-20221103171027.jpg
Royal Hill of Ambohimanga,cultural,https://whc.unesco.org/en/list/950,950,https://whc.unesco.org/en/list/950/gallery,https://whc.unesco.org/uploads/thumbs/site_0950_0011-1200-630-20130723151949.jpg
Rainforests of the Atsinanana,natural,https://whc.unesco.org/en/list/1257,1257,https://whc.unesco.org/en/list/1257/gallery,https://whc.unesco.org/uploads/thumbs/site_1257_0001-1200-630-20151105121857.jpg
Lake Malawi National Park,natural,https://whc.unesco.org/en/list/289,289,https://whc.unesco.org/en/list/289/gallery,https://whc.unesco.org/uploads/thumbs/site_0289_0007-1200-630-20151105122027.jpg
Chongoni Rock-Art Area,cultural,https://whc.unesco.org/en/list/476,476,https://whc.unesco.org/en/list/476/gallery,https://whc.unesco.org/uploads/thumbs/site_0476_0002-1200-630-20151105122005.jpg
Mount Mulanje Cultural Landscape,cultural,https://whc.unesco.org/en/list/1201,1201,https://whc.unesco.org/en/list/1201/gallery,https://whc.unesco.org/uploads/thumbs/site_1201_0007-1200-630-20250703124133.jpg
Gunung Mulu National Park,natural,https://whc.unesco.org/en/list/1013,1013,https://whc.unesco.org/en/list/1013/gallery,https://whc.unesco.org/uploads/thumbs/site_1013_0004-1200-630-20160819171616.jpg
Kinabalu Park,natural,https://whc.unesco.org/en/list/1012,1012,https://whc.unesco.org/en/list/1012/gallery,https://whc.unesco.org/uploads/thumbs/site_1012_0001-1200-630-20151105122048.jpg
"Melaka and George Town, Historic Cities of the Straits of Malacca",cultural,https://whc.unesco.org/en/list/1223,1223,https://whc.unesco.org/en/list/1223/gallery,https://whc.unesco.org/uploads/thumbs/site_1223_0011-1200-630-20230223105737.jpg
Archaeological Heritage of the Lenggong Valley,cultural,https://whc.unesco.org/en/list/1396,1396,https://whc.unesco.org/en/list/1396/gallery,https://whc.unesco.org/uploads/thumbs/site_1396_0006-1200-630-20221005115548.jpg
The Archaeological Heritage of Niah National Park’s Caves Complex,cultural,https://whc.unesco.org/en/list/1014,1014,https://whc.unesco.org/en/list/1014/gallery,https://whc.unesco.org/uploads/thumbs/site_1014_0001-1200-630-20230704105523.jpg
Forest Research Institute Malaysia Forest Park Selangor,cultural,https://whc.unesco.org/en/list/1734,1734,https://whc.unesco.org/en/list/1734/gallery,https://whc.unesco.org/uploads/thumbs/site_1734_0001-1200-630-20250320173316.jpg
Old Towns of Djenné,cultural_danger,https://whc.unesco.org/en/list/116,116,https://whc.unesco.org/en/list/116/gallery,https://whc.unesco.org/uploads/thumbs/site_0116_0001-1200-630-20061214112408.jpg
Timbuktu,cultural_danger,https://whc.unesco.org/en/list/119,119,https://whc.unesco.org/en/list/119/gallery,https://whc.unesco.org/uploads/thumbs/site_0119_0008-1200-630-20220630153038.jpg
Cliff of Bandiagara (Land of the Dogons),mixed,https://whc.unesco.org/en/list/516,516,https://whc.unesco.org/en/list/516/gallery,https://whc.unesco.org/uploads/thumbs/site_0516_0001-1200-630-20151105122107.jpg
Tomb of Askia,cultural_danger,https://whc.unesco.org/en/list/1139,1139,https://whc.unesco.org/en/list/1139/gallery,https://whc.unesco.org/uploads/thumbs/site_1139_0015-1200-630-20151105122448.jpg
City of Valletta,cultural,https://whc.unesco.org/en/list/131,131,https://whc.unesco.org/en/list/131/gallery,https://whc.unesco.org/uploads/thumbs/site_0131_0054-1200-630-20251002150335.jpg
Ħal Saflieni Hypogeum,cultural,https://whc.unesco.org/en/list/130,130,https://whc.unesco.org/en/list/130/gallery,https://whc.unesco.org/uploads/thumbs/site_0130_0001-1200-630-20090930155303.jpg
Megalithic Temples of Malta,cultural,https://whc.unesco.org/en/list/132,132,https://whc.unesco.org/en/list/132/gallery,https://whc.unesco.org/uploads/thumbs/site_0132_0001-1200-630-20201008160923.jpg
Bikini Atoll Nuclear Test Site,cultural,https://whc.unesco.org/en/list/1339,1339,https://whc.unesco.org/en/list/1339/gallery,https://whc.unesco.org/uploads/thumbs/site_1339_0004-1200-630-20151105122656.jpg
Banc d'Arguin National Park,natural,https://whc.unesco.org/en/list/506,506,https://whc.unesco.org/en/list/506/gallery,https://whc.unesco.org/uploads/thumbs/site_0506_0001-1200-630-20151105122824.jpg
"AncientKsourof Ouadane, Chinguetti, Tichitt and Oualata",cultural,https://whc.unesco.org/en/list/750,750,https://whc.unesco.org/en/list/750/gallery,https://whc.unesco.org/uploads/thumbs/site_0750_0001-1200-630-20151105122717.jpg
Aapravasi Ghat,cultural,https://whc.unesco.org/en/list/1227,1227,https://whc.unesco.org/en/list/1227/gallery,https://whc.unesco.org/uploads/thumbs/site_1227_0001-1200-630-20151105122841.jpg
Le Morne Cultural Landscape,cultural,https://whc.unesco.org/en/list/1259,1259,https://whc.unesco.org/en/list/1259/gallery,https://whc.unesco.org/uploads/thumbs/site_1259_0013-1200-630-20231110115508.jpg
Historic Centre of Mexico City and Xochimilco,cultural,https://whc.unesco.org/en/list/412,412,https://whc.unesco.org/en/list/412/gallery,https://whc.unesco.org/uploads/thumbs/site_0412_0001-1200-630-20091001123325.jpg
Historic Centre of Oaxaca and Archaeological Site of Monte Albán,cultural,https://whc.unesco.org/en/list/415,415,https://whc.unesco.org/en/list/415/gallery,https://whc.unesco.org/uploads/thumbs/site_0415_0001-1200-630-20151105145142.jpg
Historic Centre of Puebla,cultural,https://whc.unesco.org/en/list/416,416,https://whc.unesco.org/en/list/416/gallery,https://whc.unesco.org/uploads/thumbs/site_0416_0001-1200-630-20151105144955.jpg
Pre-Hispanic City and National Park of Palenque,cultural,https://whc.unesco.org/en/list/411,411,https://whc.unesco.org/en/list/411/gallery,https://whc.unesco.org/uploads/thumbs/site_0411_0001-1200-630-20151105145704.jpg
Pre-Hispanic City of Teotihuacan,cultural,https://whc.unesco.org/en/list/414,414,https://whc.unesco.org/en/list/414/gallery,https://whc.unesco.org/uploads/thumbs/site_0414_0001-1200-630-20080528115316.jpg
Sian Ka'an,natural,https://whc.unesco.org/en/list/410,410,https://whc.unesco.org/en/list/410/gallery,https://whc.unesco.org/uploads/thumbs/site_0410_0002-1200-630-20121213144256.jpg
Historic Town of Guanajuato and Adjacent Mines,cultural,https://whc.unesco.org/en/list/482,482,https://whc.unesco.org/en/list/482/gallery,https://whc.unesco.org/uploads/thumbs/site_0482_0001-1200-630-20110920201129.jpg
Pre-Hispanic City of Chichen-Itza,cultural,https://whc.unesco.org/en/list/483,483,https://whc.unesco.org/en/list/483/gallery,https://whc.unesco.org/uploads/thumbs/site_0483_0001-1200-630-20080528123637.jpg
Historic Centre of Morelia,cultural,https://whc.unesco.org/en/list/585,585,https://whc.unesco.org/en/list/585/gallery,https://whc.unesco.org/uploads/thumbs/site_0585_0002-1200-630-20121204115454.jpg
"El Tajin, Pre-Hispanic City",cultural,https://whc.unesco.org/en/list/631,631,https://whc.unesco.org/en/list/631/gallery,https://whc.unesco.org/uploads/thumbs/site_0631_0001-1200-630-20090928170650.jpg
Historic Centre of Zacatecas,cultural,https://whc.unesco.org/en/list/676,676,https://whc.unesco.org/en/list/676/gallery,https://whc.unesco.org/uploads/thumbs/site_0676_0001-1200-630-20090928171726.jpg
Rock Paintings of the Sierra de San Francisco,cultural,https://whc.unesco.org/en/list/714,714,https://whc.unesco.org/en/list/714/gallery,https://whc.unesco.org/uploads/thumbs/site_0714_0001-1200-630-20130625154344.jpg
Whale Sanctuary of El Vizcaino,natural,https://whc.unesco.org/en/list/554,554,https://whc.unesco.org/en/list/554/gallery,https://whc.unesco.org/uploads/thumbs/site_0554_0005-1200-630-20151105145938.jpg
Earliest 16th-Century Monasteries on the Slopes of Popocatepetl,cultural,https://whc.unesco.org/en/list/702,702,https://whc.unesco.org/en/list/702/gallery,https://whc.unesco.org/uploads/thumbs/site_0702_0013-1200-630-20210604180829.jpg
Historic Monuments Zone of Querétaro,cultural,https://whc.unesco.org/en/list/792,792,https://whc.unesco.org/en/list/792/gallery,https://whc.unesco.org/uploads/thumbs/site_0792_0001-1200-630-20110920202513.jpg
Pre-Hispanic Town of Uxmal,cultural,https://whc.unesco.org/en/list/791,791,https://whc.unesco.org/en/list/791/gallery,https://whc.unesco.org/uploads/thumbs/site_0791_0001-1200-630-20110920202502.jpg
"Hospicio Cabañas, Guadalajara",cultural,https://whc.unesco.org/en/list/815,815,https://whc.unesco.org/en/list/815/gallery,https://whc.unesco.org/uploads/thumbs/site_0815_0001-1200-630-20090930172101.jpg
"Archaeological Zone of Paquimé, Casas Grandes",cultural,https://whc.unesco.org/en/list/560,560,https://whc.unesco.org/en/list/560/gallery,https://whc.unesco.org/uploads/thumbs/site_0560_0001-1200-630-20151105144726.jpg
Historic Monuments Zone of Tlacotalpan,cultural,https://whc.unesco.org/en/list/862,862,https://whc.unesco.org/en/list/862/gallery,https://whc.unesco.org/uploads/thumbs/site_0862_0013-1200-630-20140710153227.jpg
Archaeological Monuments Zone of Xochicalco,cultural,https://whc.unesco.org/en/list/939,939,https://whc.unesco.org/en/list/939/gallery,https://whc.unesco.org/uploads/thumbs/site_0939_0001-1200-630-20091001202019.jpg
Historic Fortified Town of Campeche,cultural,https://whc.unesco.org/en/list/895,895,https://whc.unesco.org/en/list/895/gallery,https://whc.unesco.org/uploads/thumbs/site_0895_0018-1200-630-20151105145226.jpg
"Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche",mixed,https://whc.unesco.org/en/list/1061,1061,https://whc.unesco.org/en/list/1061/gallery,https://whc.unesco.org/uploads/thumbs/site_1061_0007-1200-630-20140622105009.jpg
Franciscan Missions in the Sierra Gorda of Querétaro,cultural,https://whc.unesco.org/en/list/1079,1079,https://whc.unesco.org/en/list/1079/gallery,https://whc.unesco.org/uploads/thumbs/site_1079_0001-1200-630-20121204122534.jpg
Luis Barragán House and Studio,cultural,https://whc.unesco.org/en/list/1136,1136,https://whc.unesco.org/en/list/1136/gallery,https://whc.unesco.org/uploads/thumbs/site_1136_0001-1200-630-20151105145404.jpg
Islands and Protected Areas of the Gulf of California,natural_danger,https://whc.unesco.org/en/list/1182,1182,https://whc.unesco.org/en/list/1182/gallery,https://whc.unesco.org/uploads/thumbs/site_1182_0009-1200-630-20151105145313.jpg
Agave Landscape and Ancient Industrial Facilities of Tequila,cultural,https://whc.unesco.org/en/list/1209,1209,https://whc.unesco.org/en/list/1209/gallery,https://whc.unesco.org/uploads/thumbs/site_1209_0001-1200-630-20150529101246.jpg
Central University City Campus of theUniversidad Nacional Autónoma de México(UNAM),cultural,https://whc.unesco.org/en/list/1250,1250,https://whc.unesco.org/en/list/1250/gallery,https://whc.unesco.org/uploads/thumbs/site_1250_0026-1200-630-20151105144850.jpg
Monarch Butterfly Biosphere Reserve,natural,https://whc.unesco.org/en/list/1290,1290,https://whc.unesco.org/en/list/1290/gallery,https://whc.unesco.org/uploads/thumbs/site_1290_0015-1200-630-20231020132425.jpg
Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco,cultural,https://whc.unesco.org/en/list/1274,1274,https://whc.unesco.org/en/list/1274/gallery,https://whc.unesco.org/uploads/thumbs/site_1274_0016-1200-630-20231020130234.jpg
Camino Real de Tierra Adentro,cultural,https://whc.unesco.org/en/list/1351,1351,https://whc.unesco.org/en/list/1351/gallery,https://whc.unesco.org/uploads/thumbs/site_1351_0008-1200-630-20230221161218.jpg
Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,cultural,https://whc.unesco.org/en/list/1352,1352,https://whc.unesco.org/en/list/1352/gallery,https://whc.unesco.org/uploads/thumbs/site_1352_0005-1200-630-20230110083426.jpg
El Pinacate and Gran Desierto de Altar Biosphere Reserve,natural,https://whc.unesco.org/en/list/1410,1410,https://whc.unesco.org/en/list/1410/gallery,https://whc.unesco.org/uploads/thumbs/site_1410_0002-1200-630-20151105144855.jpg
Aqueduct of Padre Tembleque Hydraulic System,cultural,https://whc.unesco.org/en/list/1463,1463,https://whc.unesco.org/en/list/1463/gallery,https://whc.unesco.org/uploads/thumbs/site_1463_0007-1200-630-20150610142312.jpg
Archipiélago de Revillagigedo,natural,https://whc.unesco.org/en/list/1510,1510,https://whc.unesco.org/en/list/1510/gallery,https://whc.unesco.org/uploads/thumbs/site_1510_0006-1200-630-20220208175246.jpg
Tehuacán-Cuicatlán Valley: originary habitat of Mesoamerica,mixed,https://whc.unesco.org/en/list/1534,1534,https://whc.unesco.org/en/list/1534/gallery,https://whc.unesco.org/uploads/thumbs/site_1534_0032-1200-630-20180222103111.jpg
Wixárika Route through Sacred Sites to Wirikuta (Tatehuarí Huajuyé),cultural,https://whc.unesco.org/en/list/1704,1704,https://whc.unesco.org/en/list/1704/gallery,https://whc.unesco.org/uploads/thumbs/site_1704_0011-1200-630-20250616162541.jpg
Nan Madol: Ceremonial Centre of Eastern Micronesia,cultural_danger,https://whc.unesco.org/en/list/1503,1503,https://whc.unesco.org/en/list/1503/gallery,https://whc.unesco.org/uploads/thumbs/site_1503_0007-1200-630-20230113163358.jpg
Uvs Nuur Basin,natural,https://whc.unesco.org/en/list/769,769,https://whc.unesco.org/en/list/769/gallery,https://whc.unesco.org/uploads/thumbs/site_0769_0015-1200-630-20241030142427.jpg
Orkhon Valley Cultural Landscape,cultural,https://whc.unesco.org/en/list/1081,1081,https://whc.unesco.org/en/list/1081/gallery,https://whc.unesco.org/uploads/thumbs/site_1081_0045-1200-630-20241104171915.jpg
Petroglyphic Complexes of the Mongolian Altai,cultural,https://whc.unesco.org/en/list/1382,1382,https://whc.unesco.org/en/list/1382/gallery,https://whc.unesco.org/uploads/thumbs/site_1382_0004-1200-630-20241030141201.jpg
Great Burkhan Khaldun Mountain and its surrounding sacred landscape,cultural,https://whc.unesco.org/en/list/1440,1440,https://whc.unesco.org/en/list/1440/gallery,https://whc.unesco.org/uploads/thumbs/site_1440_0006-1200-630-20150610153845.jpg
Landscapes of Dauria,natural,https://whc.unesco.org/en/list/1448,1448,https://whc.unesco.org/en/list/1448/gallery,https://whc.unesco.org/uploads/thumbs/site_1448_0027-1200-630-20221005174310.jpg
Deer Stone Monuments and Related Bronze Age Sites,cultural,https://whc.unesco.org/en/list/1621,1621,https://whc.unesco.org/en/list/1621/gallery,https://whc.unesco.org/uploads/thumbs/site_1621_0016-1200-630-20221115163215.jpg
Natural and Culturo-Historical Region of Kotor,cultural,https://whc.unesco.org/en/list/125,125,https://whc.unesco.org/en/list/125/gallery,https://whc.unesco.org/uploads/thumbs/site_0125_0025-1200-630-20151105143925.jpg
Durmitor National Park,natural,https://whc.unesco.org/en/list/100,100,https://whc.unesco.org/en/list/100/gallery,https://whc.unesco.org/uploads/thumbs/site_0100_0023-1200-630-20250901103854.jpg
Stećci Medieval Tombstone Graveyards,cultural,https://whc.unesco.org/en/list/1504,1504,https://whc.unesco.org/en/list/1504/gallery,https://whc.unesco.org/uploads/thumbs/site_1504_0033-1200-630-20251202101223.jpg
Venetian Works of Defence between the 16th and 17th Centuries:Stato da Terra– WesternStato da Mar,cultural,https://whc.unesco.org/en/list/1533,1533,https://whc.unesco.org/en/list/1533/gallery,https://whc.unesco.org/uploads/thumbs/site_1533_0001-1200-630-20230109203151.jpg
Medina of Fez,cultural,https://whc.unesco.org/en/list/170,170,https://whc.unesco.org/en/list/170/gallery,https://whc.unesco.org/uploads/thumbs/site_0170_0001-1200-630-20090918111021.jpg
Medina of Marrakesh,cultural,https://whc.unesco.org/en/list/331,331,https://whc.unesco.org/en/list/331/gallery,https://whc.unesco.org/uploads/thumbs/site_0331_0007-1200-630-20151105144454.jpg
Ksar of Ait-Ben-Haddou,cultural,https://whc.unesco.org/en/list/444,444,https://whc.unesco.org/en/list/444/gallery,https://whc.unesco.org/uploads/thumbs/site_0444_0001-1200-630-20151105144227.jpg
Historic City of Meknes,cultural,https://whc.unesco.org/en/list/793,793,https://whc.unesco.org/en/list/793/gallery,https://whc.unesco.org/uploads/thumbs/site_0793_0001-1200-630-20151105144158.jpg
Archaeological Site of Volubilis,cultural,https://whc.unesco.org/en/list/836,836,https://whc.unesco.org/en/list/836/gallery,https://whc.unesco.org/uploads/thumbs/site_0836_0001-1200-630-20090923122847.jpg
